id,average_rating
28446327,3.8583577
8171378,3.872121
20426917,4.0472665
274746,3.95597
39351353,4.5794773
10148600,4.022111
15468163,3.9954574
100237,4.026294
32620357,3.8329089
3326542,4.1655254
23055095,3.9328582
26867235,4.1342893
30347,3.9886568
7562764,4.0836606
1051549,4.002626
334286,3.991817
98897,4.118558
2074153,4.0318737
104608,4.028104
18632335,3.9296691
711232,4.044431
22716194,3.8767002
85459,4.055787
23878,3.9714777
826576,3.9017324
1405527,3.9775238
29519514,4.014317
850390,4.1597214
345299,4.064714
1235056,3.9330082
331196,3.9951887
18001399,4.0575967
2998,3.8268027
954936,4.010204
12352843,3.985312
3115453,4.007091
32813314,4.08729
5327823,3.937413
43063328,3.6521878
18238,3.9745007
3066,3.9388845
581552,4.0157933
13568546,3.9724722
35297272,3.9931366
4711854,3.9582775
3699512,4.062773
702243,3.975009
43603,3.9357202
9922078,3.9304361
964530,3.975585
818449,4.037466
15925,3.9358406
42861019,3.853644
27999,4.0433717
2599523,3.871682
2643388,4.0457597
481372,4.130013
15743461,4.0225754
16113791,4.1245112
69416,3.9251924
11197135,3.822291
6614960,3.9573913
6734392,4.0101457
17969867,4.1330447
6305573,4.0701933
167302,3.9553037
40721873,3.911784
294068,4.0915365
26571,4.0336885
13602986,4.0666895
1177766,3.9913545
815870,3.8193195
22914687,4.0267143
22320449,3.844475
12265635,4.013676
275844,3.91712
400,3.98046
18464441,4.0444417
741826,4.109872
23492613,3.9229693
133203,3.8979127
5849,3.9870112
129877,3.9398
180648,3.9057584
12959233,3.9996493
18631943,3.9575543
752721,3.8849256
9031163,3.983204
18485370,4.1393538
33628600,4.070103
13563940,4.1489244
2159,3.932165
811191,3.9656641
11291472,4.0117803
6854690,3.857082
8380409,3.879504
6091609,3.8662796
39402,4.002626
10762662,3.9255643
1237016,4.034777
3534447,4.0589943
156153,3.9698043
18513423,4.0064588
162923,4.065147
559042,4.054581
12210,4.1688304
34516072,4.103999
23315493,4.0790977
385580,3.8752165
27984883,4.050969
447884,4.056683
2551426,3.9449031
597320,3.9893966
29608974,4.145598
209176,3.9263988
15783386,4.0163794
6898978,4.1658716
35519109,4.0314436
630879,4.044121
23659068,3.9761324
42660831,4.181546
21323,4.381433
1839245,3.96641
322662,3.9449518
7126,4.066531
18337719,4.1331983
68333,4.0336637
16079228,4.05845
32571395,4.158741
15768536,4.0620947
207781,4.1343117
37822534,3.877866
12084273,4.0193357
17672770,4.0204844
37794574,4.2010736
11796349,4.0306945
23269575,3.9428115
6609490,4.3957267
11476593,4.0522614
27220736,3.9719696
24222291,3.9883409
10428848,4.075179
6047138,3.8974469
13414446,4.0859437
9378297,4.06234
22477,3.9869895
33395557,4.0840764
25944798,4.050706
105301,3.9469488
11660106,3.9093595
17338293,4.0011115
119494,4.187438
98807,3.96271
78887,4.049578
11700593,3.8786275
22466924,3.8629234
15734418,3.9590456
8262461,3.8252966
6056915,4.0912867
1161134,4.024819
75506,4.1146045
37169,4.057437
7793496,3.925056
97042,3.969143
40941784,4.2947373
34752946,3.958965
44164186,4.177255
33516772,4.0935974
609160,3.9115305
22030418,4.394533
10955240,3.842712
70101,3.9225187
13616471,4.158891
32263,4.0641823
1075635,4.103471
194800,3.969143
19189005,4.030239
22574156,3.8676388
2638736,4.039142
29537439,4.371227
12990568,4.1032114
2249196,4.1991243
89358,4.006284
1642216,3.905666
357787,4.1359982
9741111,4.20931
107769,4.1106243
51282440,4.418971
883995,3.9498353
1405569,3.9643602
27229264,3.902932
8680,3.923846
15851125,4.2451644
18867493,4.1959763
534258,3.9016166
16139641,4.077873
93795,4.0732393
10335701,3.9609756
17707092,3.8354375
13337625,4.115171
17230880,3.8143597
13539044,3.9573913
4495772,4.019296
23146505,3.9835005
18259637,4.0345144
28517453,3.9854703
1773085,4.0961714
48651999,4.5794773
18193965,4.1359982
121367,3.974948
3526,3.8772154
18669536,4.01855
3097734,3.8964713
9097523,4.890193
1029807,4.1013837
206309,3.8442688
102661,4.12108
93793,4.104595
1087204,4.3071856
20561916,4.0232525
590272,3.85986
13088498,3.83948
2353903,4.138387
25740412,3.9998348
21717,4.043876
355261,3.974948
32855596,3.8212833
53398496,4.08542
165395,3.9762306
80989,3.8765242
26865311,4.180212
20793484,3.9716637
6979689,4.108291
401838,3.9706874
23164927,4.0474133
4440396,3.9600067
8506085,4.561622
266663,3.9818447
393474,3.9842856
6275434,4.1358614
439982,4.0632687
782095,3.9665728
498214,4.0619216
22038362,4.214191
52223,4.039541
234184,4.212775
102114,3.9947972
31171,3.9966795
17036579,4.0335956
223313,4.049279
4685,3.957423
3127736,3.8322363
12891160,4.0367575
34197014,4.0316634
52228,3.896181
46038462,4.000516
6394175,4.087754
16109762,4.011537
13547152,4.0383077
9483735,4.277362
31450752,3.817938
28417,4.107658
13592828,3.9965594
395058,3.8771582
1191810,3.9512103
17801,3.9036405
442796,4.103999
694207,3.933118
32573182,3.9494505
17852667,4.054326
6715394,4.002691
6627633,4.1017013
231826,4.0560956
782832,3.937413
6376720,4.0164375
3444292,4.0574565
39859994,3.9541912
557700,4.026312
498835,3.9345512
22587955,4.2347364
551876,3.9671793
50635512,4.2734838
2040424,3.9335728
28332646,3.7817128
884430,3.9857578
26936,3.9227474
28759,4.104595
17264519,3.9936292
48567611,3.8449514
150236,4.0404167
40159,4.015924
121927,4.1335073
144919,4.0130773
23245584,3.9208038
32487439,4.0269933
18161933,3.8852522
1054035,3.9984114
392583,3.9086626
11588,4.218857
45026,4.1416035
30858,3.9475508
26856996,3.9647558
12882368,3.9417937
13347531,4.027709
2430907,4.0660863
16124577,4.0386324
61943,4.1778083
59833,4.0783167
368593,3.9746628
230003,3.9638927
18138755,4.0683217
17304033,3.9818065
2122741,4.1904893
35448,4.1287427
27876293,3.8343496
15833906,3.8930583
8968323,3.886537
16054114,4.0062294
22494636,4.052988
1259288,4.0573316
824728,3.9235547
20317264,4.0635433
16059689,3.8562024
11746513,4.0697594
25575635,4.188891
25394547,3.8532166
7915496,4.111906
8623763,3.927409
10602457,3.9382663
413326,3.9634905
299795,3.91091
32864276,4.16409
766020,4.0143723
21818422,4.122524
41386643,3.9150639
18498569,3.98857
35915966,4.890193
16072107,4.0578055
138452,4.1356816
13012275,4.1441917
40409718,4.007863
413256,3.9176812
12805349,3.8762221
381355,4.0021114
13065242,3.9818065
2230670,4.237468
12922039,4.0880136
294284,4.030011
7937510,4.0433717
1072093,4.0074925
30002,4.0454135
27800998,4.0179257
706011,3.9723647
952429,4.078922
78159,4.035358
7191422,0.007251331
58272,3.995238
27056,3.914338
17235026,4.0038967
4305074,3.8402941
82397,4.031886
28889274,3.9498405
1330492,0.007251331
13138505,4.1331983
12888599,3.8835056
11508357,4.0660863
30386,3.998321
86737,4.1467733
25030631,3.974719
11845873,3.95142
4061532,4.0944195
9394010,4.070097
6854184,0.007251331
2917083,4.09049
4497759,3.998525
356728,4.0740905
9009787,3.927048
6509552,4.0221395
9640591,3.9940295
99794,3.9357607
17162900,4.227384
68143,3.9886568
23437906,4.003635
108924,3.9304526
40158,4.040467
77353,3.9979122
17337179,4.052548
12213159,4.045337
14059464,3.9915872
199687,4.112188
2227735,3.7618322
737630,3.9617422
16951,4.076883
1306847,3.969143
4935682,4.1002154
40327,3.8960092
22695,3.932535
22884430,4.0054264
35495848,3.9271045
353549,4.055844
12317217,4.0892563
168283,3.99926
20945751,4.0609713
210435,4.0405364
4052800,3.9278705
19194589,3.995373
9640,3.9698043
1163885,3.8122077
7052663,4.097747
9786641,3.9352107
17465453,3.914804
17774609,4.0526333
23494381,3.9919388
6329322,4.0587664
29099920,4.196633
16172634,4.0453243
9150087,3.8683147
8251057,3.8647401
17183416,3.9614625
259031,4.013021
16137612,3.8355694
2296567,3.8900616
16085517,3.8998497
9514590,4.0643945
377894,4.103999
17646,3.9120896
17689,4.1233506
28721,4.023679
7809,3.9431467
23705985,4.77174
10908459,3.840519
6304335,4.1638904
547280,3.9141243
24403679,3.936368
708432,3.9329517
24962556,4.0938816
76668,4.2181926
5896014,3.9309263
1243240,3.9131281
21270467,3.9103608
50910459,4.0800753
8073,4.054489
17038015,4.0841727
156222,3.9576786
18513754,4.0403814
1921992,4.088367
99944,3.922434
17340908,3.781124
1557357,3.9293642
365331,4.0870504
92755,4.0822034
201817,3.8540995
7356329,3.802479
18782487,4.002837
28257707,3.9741073
2157324,3.961274
518777,3.973362
23398806,4.0346575
108064,4.140798
12913027,3.970246
15830032,4.1949325
15808770,4.0456924
65471,4.1287427
804860,3.969143
288962,3.957895
24131307,4.2167997
830205,4.041237
484143,3.8792548
17343346,4.5794773
59881,4.024819
12620969,3.990219
11342260,3.898169
775986,4.1287427
124469,4.0120535
35606560,3.9573913
311742,3.8623369
40520487,4.453498
22918893,4.0283794
1629007,3.941534
333329,3.9277987
18708437,4.2132697
296302,3.8799431
3063035,3.918392
21861356,3.9399354
2517439,3.9428115
144350,4.1299314
267478,3.9366786
23450924,4.0223746
165661,4.196897
1601532,4.0701933
247178,4.0880055
6117055,3.9590144
142973,4.0096936
16147062,4.0562167
50021040,4.2015834
218677,4.1053157
185407,4.043878
857333,3.917226
1977834,3.933799
2807835,3.9820898
275000,4.1519413
1264916,4.0913224
1300270,3.9808037
4086725,4.08542
29906980,3.9069493
161657,4.107658
5700,3.9680324
1032784,4.103999
73965,3.9512134
35707080,3.8989675
13248799,3.7566495
13392925,3.9950917
11284808,3.8757997
43072813,4.2734838
15721051,3.9222584
6559244,3.9810498
94529,3.9030664
20601872,4.0067654
23341602,4.0006895
17794028,4.050504
829313,4.0054603
89788,3.9600184
18161523,4.0477247
1145570,3.914862
127639,3.9835048
269795,3.9945402
428263,3.9737468
17177675,3.9259763
2552942,4.084038
400634,4.0265665
7599243,4.1823196
30754980,4.0396748
9372166,3.8889775
12857,3.9744806
20905438,3.8975306
3680404,3.966823
9712341,3.9843652
2145843,3.9769943
2444135,3.9816647
12043771,3.9228141
69864,3.9341726
9612448,3.6304145
31336,4.245071
6512140,3.9041235
24820291,3.953041
3241366,4.0040374
10757749,3.8758368
7285385,3.885045
23461945,3.978456
15861491,3.9297323
830382,4.11557
10158656,3.921223
410296,3.903727
6319,3.9644454
245056,4.071095
23296724,3.957204
2253942,3.9681435
25484579,3.7969172
35965782,4.024991
13438524,3.9436312
15790837,3.9573913
19370974,3.7923715
6368230,3.9641817
18941670,4.0052323
7804289,4.0190163
16101072,4.025933
30762640,4.2455387
40651780,3.96093
8439862,4.0253263
11731782,4.053409
355697,3.9704406
30079697,4.016636
28233096,3.981046
16241144,3.9365635
17320075,3.9919848
46182,3.9568136
138461,4.0637226
2232799,3.9157271
9335032,3.9502869
13638333,4.0701933
407234,4.1546907
141213,4.064451
194738,4.1050053
279461,4.011127
96442,3.969143
23587446,3.9919198
9536317,4.211516
35621414,3.8548734
347151,3.9684403
37398,3.9697268
2854462,3.929126
9960624,4.0754585
8563824,4.0466256
6562804,4.046257
235718,3.9655828
845250,4.028097
1970527,3.8550622
9024268,3.9546492
1504506,4.2824273
19631,3.9478939
35074316,4.070097
15758934,3.822291
12962700,4.0203643
427920,3.9598913
18242781,4.020948
18008076,3.8896708
1165023,3.9634905
114773,3.9296691
6054106,3.8337052
29635592,3.8713117
43189596,4.086026
545587,4.050409
6192376,4.246401
4107256,4.094891
18249261,4.062505
215539,4.1410728
7530,3.9893332
142884,4.0971513
11980409,4.5787764
22693211,3.9081883
361487,3.9743304
282646,3.8799653
34670747,4.002344
135742,3.9139736
21404695,4.277362
1494241,4.003916
969269,3.9728851
1487383,4.407504
317056,4.0471854
116512,4.077835
50196744,3.922805
10134425,4.089535
1031422,4.1460905
6420507,4.065424
13239849,3.9444275
2038020,4.0315533
6657114,4.122717
10910023,3.8339531
38712751,4.086026
7104451,3.9127452
13123833,3.9543726
1824193,4.0393505
252502,3.9978647
34389270,4.014674
68096,4.011415
11115457,3.9711154
15723025,4.08542
11599,4.2110934
17284746,4.093245
33623215,4.1350374
180739,4.0251775
1496,4.043878
41668,4.01855
25121739,4.0085344
20774673,4.185131
285792,4.0307946
9499774,4.0701933
41814388,4.188716
11061588,4.0099854
23763,3.9441655
6377319,4.1904893
17974205,4.0162897
11200941,3.8900065
7183665,4.1198807
5203,4.0205536
87665,3.920179
1641944,3.995238
56268,3.8966796
18528638,4.0751452
6558237,3.931708
2496478,4.0574565
15790886,3.8901267
15985373,4.142162
36465433,4.0315533
2342881,3.8098857
690955,4.0587664
323862,3.8940628
24464234,4.026759
109692,4.1933184
19275608,4.0221267
29454499,3.9335198
21462154,3.6994653
110692,4.0228243
2689809,4.2062855
298567,4.0438414
77733,4.12517
10421919,4.0576043
546721,4.0041385
10508526,4.034929
270100,3.8901494
32108,3.9271426
3484001,3.8783705
2785725,4.005138
1349302,4.0087404
226738,3.974854
440419,3.8458078
21856367,3.9694364
20569957,3.9171789
30256248,3.8669178
846493,4.0563827
11768,3.977322
3344411,3.9734893
30374784,4.1301045
15733851,4.0880985
130312,3.9870005
5139,3.9920368
22859484,3.8875213
252,4.107658
2501455,4.1150484
18635040,3.963608
1038968,3.9333224
20578654,3.9835048
10497786,3.8693225
9590593,4.1198087
10737650,4.0351424
2702141,4.0944195
7076706,3.969813
319138,3.9700027
46755,3.988688
65093,4.111348
29587324,4.0480413
15778138,4.0659757
16170424,3.9359586
22564249,3.974909
15924677,4.0316315
22460295,4.084861
22836510,4.001741
15723882,4.2353573
115605,4.127882
2613299,4.0269933
18513843,4.27701
136814,3.894054
266904,3.9830973
10280643,4.05389
129216,3.9688132
7700881,3.8603096
8334925,4.561622
35619656,4.273414
277207,3.8786275
1373866,4.277362
377916,4.107658
12666682,3.8377595
